"","author","datetimestamp","description","heading","id","language","origin"
"4769","Angela Monaghan (until 1pm) and Nick Fletcher",2016-12-09,NA,"ECB reportedly rules out extension for Monte dei Paschi fundraising - as it happened","GRDN-161209-e","en","The Guardian"
"4770","Arthur Neslen in Brussels",2016-12-09,NA,"ECB's quantitative easing programme investing billions in fossil fuels","GRDN-161209-e","en","The Guardian"
"4771","By Todd Buell",2016-12-09,NA,"Buell's Take: Draghi Achieves Rhetorical Balancing Act; Whatever word one uses, the ECB Governing Council has shown markets what the path will be for monetary policy for the next year: the foot is still on the gas, but it will let up, just a little bit.","WSJO-161209-e","en","The Wall Street Journal"
"4772","By Tom Fairless and Christopher Whittall",2016-12-09,NA,"ECB Extends but Shrinks Stimulus --- Bond-buying program is open-ended, but purchases will scale down as of April","WSJE-161209-e","en","The Wall Street Journal"
"4773","By Christopher Whittall",2016-12-08,NA,"Investors Seek ECB Stimulus, Court Disappointment; Bond investors run risk of being disappointed by central bank","WSJO-161207-e","en","The Wall Street Journal"
"4774","Roger Blitz",2016-12-08,NA,"ECB’s extension of quantitative easing pushes euro lower","FTCOM-161208-e","en","Financial Times"
"4775","Claire Jones, Frankfurt",2016-12-08,NA,"Five things to look out for at ECB meeting","FTCOM-161208-e","en","Financial Times"
"4776","By Rachel Sanderson in Milan, Alex Barker in Brussels and Claire Jones in Frankfurt",2016-12-08,NA,"Rome presses ECB for more time to launch Monte dei Paschi rescue; - Bank says deal scuppered by Renzi's resignation - Extension sought amid calm markets","FTFT-161208-e","en","Financial Times"
"4777","By WSJ Staff",2016-12-08,NA,"Draghi: ECB Hasn't Discussed Tapering Asset Purchases; European Central Bank president stresses that his bank plans to be in the markets for a long time","WSJO-161208-e","en","The Wall Street Journal"
"4778","By Tom Fairless",2016-12-08,NA,"ECB Extends but Scales Back Stimulus, Whipsawing Markets; Bank's move to buoy Europe's economy comes days before Fed is expected to raise interest rates in U.S.","WSJO-161208-e","en","The Wall Street Journal"
"4779","By Christopher Whittall",2016-12-08,NA,"ECB Move Prompts Volatile Trading in Eurozone Bonds, Euro; Central bank to extend stimulus program, but at lower level","WSJO-161208-e","en","The Wall Street Journal"
"4780","Katie Allen",2016-12-08,NA,"ECB surprises markets by scaling back QE programme","GRDN-161208-e","en","The Guardian"
"4781","By Chelsey Dulaney",2016-12-08,NA,"Euro Falls After ECB Meeting; ECB said it would extend its bond-purchase program to the end of 2017, but reduce the amount of its monthly purchase","WSJO-161208-e","en","The Wall Street Journal"
"4782",NA,2016-12-08,NA,"Transcript: ECB Draghi's Introductory Statement","WSJO-161208-e","en","The Wall Street Journal"
"4783","By Tom Fairless",2016-12-08,NA,"What to Watch at the ECB Meeting; Mario Draghi expected to lay out plans for more stimulus","WSJO-161208-e","en","The Wall Street Journal"
"4784","By Christopher Whittall",2016-12-08,NA,"Investors' ECB Wager Leaves Them Exposed","J-161208-e","en","The Wall Street Journal"
"4785","By Christopher Whittall",2016-12-08,NA,"Bond Markets: Investors Rely on More ECB Stimulus","WSJE-161208-e","en","The Wall Street Journal"
"4786","Rachel Sanderson in Milan, Alex Barker in Brussels and Claire Jones in Frankfurt",2016-12-07,NA,"Italy demands more time from ECB to rescue Monte dei Paschi","FTCOM-161207-e","en","Financial Times"
"4787","Mehreen Khan",2016-12-07,NA,"Peripheral eurozone bonds rally ahead of ECB meeting","FTCOM-161207-e","en","Financial Times"
"4788","By William Horobin",2016-12-07,NA,"ECB's Coeuré: Trump Win Reflects Transformation in Developed Economies; Central banker says the ECB will continue its accommodative policy until it reaches its inflation target","WSJO-161207-e","en","The Wall Street Journal"
"4789","By Liis Kangsepp",2016-12-07,NA,"ECB's Hansson: Bank May Discuss Different Tools After Trump Election; 'If there is a need to do something different, obviously it can be discussed,' says ECB's Ardo Hansson","WSJO-161207-e","en","The Wall Street Journal"
"4790","By Tom Fairless",2016-12-07,NA,"World News: Ceiling Closes In on ECB's Bond Buying","J-161207-e","en","The Wall Street Journal"
"4791","By Tom Fairless",2016-12-06,NA,"ECB Expected to Extend Bond-Buying Program; Some concern that bond purchases can't go on forever","WSJO-161206-e","en","The Wall Street Journal"
"4792","By Min Zeng",2016-12-06,NA,"U.S. Bond Rout Eases, But ECB Looms","WSJO-161206-e","en","The Wall Street Journal"
"4793","By Claire Jones in Frankfurt",2016-12-05,NA,"ECB treads softly over QE to avert taper tantrums; Central banks: Bond buying","FTFT-161205-e","en","Financial Times"
"4794","By Tom Fairless",2016-12-05,NA,"Italian ‘No' Vote Poses Test for European Central Bank; Outcome will feed into ECB's decision this week on the future of its bond-buying program","WSJO-161204-e","en","The Wall Street Journal"
"4795","By Tom Fairless",2016-12-05,NA,"Weidmann: ECB Decisions Must Be Based Just on Inflation; Italy's ‘no' vote is ‘not the end of the world,' the Bundesbank president says","WSJO-161205-e","en","The Wall Street Journal"
"4796","By Todd Buell",2016-12-05,NA,"ECB's Nowotny Says Italy May Need to Fund Struggling Banks; Country's financial sector particularly vulnerable to extra political uncertainty","WSJO-161205-e","en","The Wall Street Journal"
"4797","By Tom Fairless",2016-12-05,NA,"World News: Vote's Outcome Poses Test For ECB","J-161205-e","en","The Wall Street Journal"
"4798","Jessica Dye",2016-12-02,NA,"Week Ahead: European votes, ECB meeting, Brexit appeal","FTCOM-161202-e","en","Financial Times"
"4799","By Simon Nixon",2016-11-30,NA,"European Policy Makers Brace for Italian Stress; What more can the European Central Bank do if the outcome leads to further volatility? In the short-term not much, Simon Nixon writes","WSJO-161130-e","en","The Wall Street Journal"
"4800","By Richard Barley",2016-11-30,NA,"Europe: A Tale of Two Inflation Rates; The European Central Bank still has choppy waters to navigate","WSJO-161130-e","en","The Wall Street Journal"
"4801","By Tom Fairless",2016-11-30,NA,"Mario Draghi Says ECB Could Change Size of Monthly Bond Purchases; Policy makers are to decide on the future of ECB's bond-buying program at a meeting next week","WSJO-161130-e","en","The Wall Street Journal"
"4802","By Liis Kangsepp",2016-11-30,NA,"ECB's Hansson Says Central Banks Can Deal With Italy ‘No' Vote; Banks have ‘a lot of capability' to deal with the situation, says Estonia's central bank chief","WSJO-161130-e","en","The Wall Street Journal"
"4803","By Jim Brunsden in Brussels and Mehreen Khan in London",2016-11-29,NA,"Brexit will impose heavier toll on UK than eurozone, Draghi warns; •ECB chief calls for clarity on British position •Sovereignty questions loom over clearing","FTFT-161129-e","en","Financial Times"
"4804","Mehreen Khan",2016-11-28,NA,"ECB’s Cœuré stresses barriers to Greek QE inclusion","FTCOM-161128-e","en","Financial Times"
"4805","By Tom Fairless and Todd Buell",2016-11-28,NA,"ECB's Mario Draghi Warns of Risks of Prolonged Low Interest Rates; A lengthy period of low rates has created ‘fertile terrain' for financial-market risks, the central bank chief says","WSJO-161128-e","en","The Wall Street Journal"
"4806","Graeme Wearden",2016-11-28,NA,"ECB's Mario Draghi urges UK to disclose Brexit plans","GRDN-161128-e","en","The Guardian"
"4807","By Emese Bartha",2016-11-28,NA,"Pick Up In Eurozone Lending May Not Be Enough for ECB; Money supply data will be a topic of concern for the ECB when it holds its next monetary policy meeting on Dec. 8","WSJO-161128-e","en","The Wall Street Journal"
"4808","By Claire Jones in Frankfurt",2016-11-25,NA,"ECB warns of Trump risk to Europe's markets; Central bank","FTFT-161125-e","en","Financial Times"
"4809","By Tom Fairless",2016-11-25,NA,"World News: ECB Says Trump Win Poses Risk To Trade","J-161125-e","en","The Wall Street Journal"
"4810","By Tom Fairless",2016-11-25,NA,"World News: ECB Warns Trump Win Threatens Trade","AWSJ-161124-e","en","The Wall Street Journal"
"4811","Claire Jones in Frankfurt",2016-11-24,NA,"Trump poses threat to European markets, ECB warns","FTCOM-161124-e","en","Financial Times"
"4812","By Tom Fairless",2016-11-24,NA,"Finance & Markets: ECB Is Reviewing Securities Lending --- Bond buying is causing stress in Europe's 'repo' market","WSJE-161124-e","en","The Wall Street Journal"
"4813","Mehreen Khan",2016-11-23,NA,"Eurozone bond yields jump on ECB repo market reports","FTCOM-161123-e","en","Financial Times"
"4814","By Tom Fairless",2016-11-23,NA,"ECB Keeps Its Securities Lending Under Review; The European Central Bank is reviewing how to lend out more of its bond portfolio to smooth the functioning of markets","WSJO-161123-e","en","The Wall Street Journal"
"4815","By Tom Fairless",2016-11-23,NA,"ECB to Issue Guidelines on Leveraged Transactions; Effort is aimed at limiting credit-market excesses","WSJO-161123-e","en","The Wall Street Journal"
"4816","Claire Jones in Frankfurt",2016-11-22,NA,"European Central Bank faces a Trump quandary","FTCOM-161122-e","en","Financial Times"
"4817","Mehreen Khan",2016-11-21,NA,"Citibank’s Ireland arm to fall under ECB supervision","FTCOM-161121-e","en","Financial Times"
"4818","By Tom Fairless",2016-11-21,NA,"ECB's Coeuré Says Bank Not Ready to Scale Back Bond Purchase Program; Executive board member says inflation still very low, but program can't last forever","WSJO-161121-e","en","The Wall Street Journal"
"4819","By Tom Fairless",2016-11-21,NA,"Number of Eurozone Banks Directly Supervised by ECB Falls to 127; Three banks no longer qualify as significant","WSJO-161121-e","en","The Wall Street Journal"
"4820","By Paul Hannon",2016-11-21,NA,"Hannon's Take: The ECB's Core Mission; For bond investors, inflation is back. But policy makers at the European Central Bank aren't so sure.","WSJO-161121-e","en","The Wall Street Journal"
"4821","By Jim Brunsden in Brussels and Claire Jones in Frankfurt",2016-11-19,NA,"Audit at ECB raises staffing concerns; Banking supervision","FTFT-161119-e","en","Financial Times"
"4822","Jim Brunsden in Brussels and Claire Jones in Frankfurt",2016-11-18,NA,"Audit shows risks for ECB’s role as bank watchdog","FTCOM-161118-e","en","Financial Times"
"4823","By Tom Fairless",2016-11-18,NA,"Eurozone Inflation Remains Too Weak, ECB's Praet Says; European Central Bank determined to keep stimulus measures in place until it hits inflation target, official says","WSJO-161118-e","en","The Wall Street Journal"
"4824","By Tom Fairless",2016-11-18,NA,"Bundesbank's Weidmann: ‘Extra Care' Needed For Easy Money Policies; Germany's Bundesbank will likely be cautious about agreeing to an extension of the ECB's bond-purchase program,","WSJO-161118-e","en","The Wall Street Journal"
"4825","By Tom Fairless",2016-11-18,NA,"Eurozone Recovery Remains Reliant on ECB Stimulus, Says Mario Draghi; President sends strong signal that the bank is likely to extend its easy-money policies next month","WSJO-161118-e","en","The Wall Street Journal"
"4826","By Tom Fairless",2016-11-18,NA,"World News: ECB Was Open to Increasing Stimulus","J-161118-e","en","The Wall Street Journal"
"4827","Mehreen Khan",2016-11-17,NA,"Eurozone stimulus should end ‘as soon as possible’ – ECB’s Mersch","FTCOM-161117-e","en","Financial Times"
"4828","By Tom Fairless",2016-11-17,NA,"ECB Minutes Reveal Policy Makers Were Ready to Boost Stimulus; Officials also expressed concerns about weak inflation at October rate-setting meeting","WSJO-161117-e","en","The Wall Street Journal"
"4829","By Tom Fairless and Hans Bentzien",2016-11-17,NA,"ECB Official Cautions on Winding Down Stimulus; ECB is seen continuing its monthly bond-purchases for some time, given subdued inflation","WSJO-161117-e","en","The Wall Street Journal"
"4830","By Todd Buell",2016-11-15,NA,"ECB to Review Banks' Risk Models for Next Three Years; Supervisors must ensure that banks don't try to lift profit by taking on too much risk, says Sabine Lautenschlaeger","WSJO-161115-e","en","The Wall Street Journal"
"4831","By Simon Nixon",2016-11-13,NA,"In Europe, Trumpism Leads Down a Different Economic Path; Electoral success for populist parties is likely to heap further pressure on the European Central Bank—perhaps more than it can bear, Simon Nixon writes","WSJO-161113-e","en","The Wall Street Journal"
"4832","By Tom Fairless",2016-11-10,NA,"ECB's Mersch: Brexit Raises Doubts on Non-Eurozone Clearing House Supervision; ‘Ready to explore all options' within mandate","WSJO-161110-e","en","The Wall Street Journal"
"4833","By Tom Fairless",2016-11-10,NA,"World News: ECB Now Seen More Likely To Extend QE","WSJE-161110-e","en","The Wall Street Journal"
"4834","By Tom Fairless",2016-11-09,NA,"Mario Draghi Seen More Likely to Extend QE After Trump's Victory; ECB is set to decide on the future of its bond-purchase program on Dec. 8","WSJO-161109-e","en","The Wall Street Journal"
"4835","By Todd Buell",2016-11-09,NA,"Bank Capital Rules Mustn't Get Too Tough, ECB's Nouy Says; Industry leaders are trying to iron out differences over proposed global bank standards","WSJO-161109-e","en","The Wall Street Journal"
"4836","By Julia Ambra-Verlaine",2016-11-09,NA,"ECB Supervisor Cites Need for Uniform Bankruptcy Code; ‘We need laws at the EU level,' Daniele Nouy tells European Parliament","WSJO-161109-e","en","The Wall Street Journal"
"4837","By Tom Fairless",2016-11-09,NA,"Praet Sees ECB Keeping Easy Monetary Polices; Praet also said central bank would monitor the impact of its policies on lenders","WSJO-161109-e","en","The Wall Street Journal"
"4838","By WSJ Staff",2016-11-08,NA,"Quick Hits: Expectations Rise for Fed Move; M&A Financing Gets Boost From ECB; The Bank of Japan calls for ‘open innovation' among financial firms","WSJO-161108-e","en","The Wall Street Journal"
"4839","By Tom Fairless",2016-11-07,NA,"ECB's Lautenschlaeger ‘Skeptical' of New Interest-Rate Cuts for Eurozone; ECB board members said as time goes on, benefits of such measures increase while benefits decline","WSJO-161107-e","en","The Wall Street Journal"
"4840",NA,2016-11-07,NA,"European Economists Back ECB Stimulus; Most European economists disagree with the conclusions of a recent report by the German Council of Economic Experts, which argued that the ECB's easy monetary policies were no longer appropriate.","WSJO-161107-e","en","The Wall Street Journal"
"4841","By Tom Fairless",2016-11-04,NA,"ECB's Constâncio Says Long Term Impact of Negative Rates Would Be Too Severe; Could have severe impact on savers, pensioners if kept in place for too long","WSJO-161104-e","en","The Wall Street Journal"
"4842","By Madeleine Nissen and Andrea Thomas",2016-11-03,NA,"Schäuble: ECB Has Exhausted Most of Its Monetary Policy Leeway; Germany's finance minister urges governments to tackle structural problems","WSJO-161103-e","en","The Wall Street Journal"
"4843","By Tom Fairless",2016-11-03,NA,"Weidmann Issues Fresh Warning on Low ECB Rates; Bundesbank president said the risks of the ECB's easy-money policies were becoming increasingly clear","WSJO-161103-e","en","The Wall Street Journal"
"4844","By Tom Fairless",2016-11-03,NA,"ECB Says Brexit May Benefit Eurozone Economy; The eurozone may reap rewards if companies redirect investment at Britain's expense, or financial-services companies move from London, the European Central Bank says","WSJO-161103-e","en","The Wall Street Journal"
"4845","Mehreen Khan",2016-11-02,NA,"ECB stimulus no longer ‘appropriate’, warn German wise men","FTCOM-161102-e","en","Financial Times"
"4846","Mehreen Khan",2016-11-01,NA,"Happy 5th ECB anniversary: Mario Draghi’s 11 most memorable moments","FTCOM-161101-e","en","Financial Times"
"4847",NA,2016-11-01,NA,"Inflation Wobble in Bond Markets Is Loosening the ECB's QE Straitjacket","WSJO-161101-e","en","The Wall Street Journal"
"4848",NA,2016-10-31,NA,"Surviving the Perfect Storm: the Role of the Lender of Last Resort; ECB funding was essential in avoiding a collapse of Portuguese credit markets during the eurozone sovereign debt crisis, Bank of Portugal paper finds.","WSJO-161031-e","en","The Wall Street Journal"
"4849","By Paul Hannon",2016-10-28,NA,"ECB's Lane Says Brexit Talks May Damage Consumer, Business Confidence; The U.K. government has said it would start a two-year period of exit talks by the end of March next year","WSJO-161028-e","en","The Wall Street Journal"
"4850","By Tom Fairless",2016-10-28,NA,"Eurozone Firms Defy ECB's Incentives to Spend and Invest; Companies are hoarding more cash despite ultra-low interest rates","WSJO-161028-e","en","The Wall Street Journal"
"4851","By Tom Fairless",2016-10-28,NA,"ECB to Continue Stimulus Until Inflation Picks Up, Says Benoît Coeuré; ECB board member's comments suggest the bond-purchase program may continue beyond March","WSJO-161028-e","en","The Wall Street Journal"
"4852","By Todd Buell",2016-10-27,NA,"Malta's Central Bank Governor Denies ECB Policy Fuels Populism; Comments are rebuke to rebuke to German Finance Minister Wolfgang Schäuble","WSJO-161027-e","en","The Wall Street Journal"
"4853",NA,2016-10-27,NA,"Transcript: WSJ Interview With ECB Governor Mario Vella; Governor of the Central Bank of Malta says ECB's policy so far needs to continue","WSJO-161027-e","en","The Wall Street Journal"
"4854","By Claire Jones in Frankfurt",2016-10-26,NA,"Beer and bratwurst in Bavaria a missed opportunity for ECB","FTFT-161026-e","en","Financial Times"
"4855","By WSJ Staff",2016-10-26,NA,"Quick Hits: BOJ Set to Cut Inflation View, Riksbank Seen Extending QE; ECB to depart from capital key allocation, Goldman Sachs strategists say","WSJO-161026-e","en","The Wall Street Journal"
"4856","By Liis Kangsepp",2016-10-26,NA,"ECB's Hansson Says Future of QE Could Be Decided in December; Policy makers should have more information by then, ECB governing council member Ardo Hansson says","WSJO-161026-e","en","The Wall Street Journal"
"4857","Philip Stafford in London and Claire Jones in Frankfurt",2016-10-25,NA,"ECB and Bundesbank differ over HTFs","FTCOM-161025-e","en","Financial Times"
"4858","By Tom Fairless",2016-10-25,NA,"Draghi Defends ECB's Easy-Money Policies; European Central Bank chief stresses commitment to low rates until inflation target is met","WSJO-161025-e","en","The Wall Street Journal"
"4859","By WSJ Staff",2016-10-23,NA,"Global Economy Week Ahead: U.S. and U.K. GDP, ECB Speeches; U.S. consumer confidence readings also will be released","WSJO-161023-e","en","The Wall Street Journal"
"4860","By Claire Jones in Frankfurt",2016-10-21,NA,"ECB has six weeks to update QE, says Draghi; Monetary policy","FTFT-161021-e","en","Financial Times"
"4861","By Todd Buell",2016-10-21,NA,"ECB Survey Sees Weak Inflation in Eurozone; The Survey of Professional Forecasters suggests inflation this year will come in at 0.2%","WSJO-161021-e","en","The Wall Street Journal"
"4862","Claire Jones",2016-10-20,NA,"What to watch for at the ECB meeting","FTCOM-161020-e","en","Financial Times"
"4863","By Tom Fairless",2016-10-20,NA,"ECB's Mario Draghi Hints at Extension of Bond Purchases; Official says ‘our decisions in December will tell' what the central bank plans to do in coming months","WSJO-161020-e","en","The Wall Street Journal"
"4864","By Chelsey Dulaney",2016-10-20,NA,"Dollar Firms as Traders Eye Central Bank Action; ECB leaves interest rates unchanged while Draghi signals extending its easing program","WSJO-161020-e","en","The Wall Street Journal"
"4865","By Paul Hannon",2016-10-20,NA,"Five Takeaways From ECB's Thrust and Parry; Mario Draghi reveals little and only hints the central bank may extend its program of bond purchases","WSJO-161020-e","en","The Wall Street Journal"
"4866","Graeme Wearden",2016-10-20,NA,"European Central Bank interest rate decision and press conference – business live","GRDN-161020-e","en","The Guardian"
"4867","By Tom Fairless",2016-10-20,NA,"ECB's Draghi Set to Stay Tight-Lipped as Investors Look for Cues; News conference will be closely watched for indications of future policy","WSJO-161020-e","en","The Wall Street Journal"
"4868","By Claire Jones in Frankfurt",2016-10-19,NA,"ECB: Stage set for battle with Germany over QE","FTFT-161019-e","en","Financial Times"
"4869","By Richard Barley",2016-10-19,NA,"ECB: Walking the Bond-Market Tightrope; The bank's entanglement in markets has given it a communications headache","WSJO-161019-e","en","The Wall Street Journal"
"4870","By Andrea Thomas",2016-10-19,NA,"German Savings Banks Won't Pass on Negative Interest Rates; Country's retail banking head won't pass costs to account holders even if the ECB leaves its policy mix unchanged","WSJO-161019-e","en","The Wall Street Journal"
"4871",NA,2016-10-19,NA,"The ECB Can't Risk a Taper Tantrum; The European Central Bank should avoid a premature reduction in its monthly purchases of government and other bonds, and a dispute between Germany and other members of the eurozone about its inflation target, writes Melvyn Krauss.","WSJO-161019-e","en","The Wall Street Journal"
"4872","By Tom Fairless",2016-10-19,NA,"World News: ECB Finesse Tested as Investors Grow Wary","WSJE-161019-e","en","The Wall Street Journal"
"4873","By Elaine Moore and Thomas Hale",2016-10-18,NA,"ECB stimulus raises repo system fears; Capital markets","FTFT-161018-e","en","Financial Times"
"4874","Katie Martin",2016-10-18,NA,"Lucky ECB sits pretty as international markets do the work","FTCOM-161018-e","en","Financial Times"
"4875","By Todd Buell",2016-10-18,NA,"Banks Tell ECB That Negative Rate Hurts Their Earnings; Central bank's negative deposit rate has been in place since June 2014","WSJO-161018-e","en","The Wall Street Journal"
"4876","By Tom Fairless",2016-10-18,NA,"Rising Bond Yields Let ECB Cruise For Now; With inflation still so low, most economists expect the ECB to extend QE by at least six months, and to tweak the design of the program to ensure it doesn't run out of bonds to buy.","WSJO-161018-e","en","The Wall Street Journal"
"4877","By WSJ Staff",2016-10-16,NA,"Global Economy Week Ahead: China GDP, U.S. Industrial Production, ECB Meeting; Inflation data are due from the U.K. and the U.S., as well as retail sales from China","WSJO-161016-e","en","The Wall Street Journal"
"4878","Mehreen Khan",2016-10-12,NA,"EU wants ‘full IMF involvement’ in Greek deal – ECB’s Cœuré","FTCOM-161012-e","en","Financial Times"
"4879","By Laura Noonan and Caroline Binham in London and James Shotter in Frankfurt",2016-10-11,NA,"Deutsche received special treatment in EU stress tests via ECB concession","FTFT-161011-e","en","Financial Times"
"4880","By Todd Buell",2016-10-08,NA,"ECB's Draghi Says Brexit Vote Is ‘Very Significant'; European Central Bank president says the medium-term effects of Britain's vote to leave the European Union are unknown","WSJO-161008-e","en","The Wall Street Journal"
"4881","By David Harrison",2016-10-08,NA,"French Central Banker Says There Is More Room for Monetary Policy; François Villeroy de Galhau cites European Central Bank's policy as ‘mark of stability'","WSJO-161008-e","en","The Wall Street Journal"
"4882","By Todd Buell",2016-10-07,NA,"ECB's Ewald Nowotny Says It Will Take Long Time to Return to Normal Interest Rates; Says large savings globally and cheaper investments point to money staying cheap for foreseeable future","WSJO-161007-e","en","The Wall Street Journal"
"4883","By Tom Fairless",2016-10-07,NA,"Draghi Says ECB Ready to Provide Extra Stimulus if Needed; ECB chief sees ‘unique window of opportunity' for governments to implement structural changes to boost growth","WSJO-161007-e","en","The Wall Street Journal"
"4884","By Todd Buell",2016-10-07,NA,"ECB's Vasiliauskas: Deutsche Bank Doesn't Pose Systemic Risk to Europe; Lithuanian central bank leader also says the governing council hasn't discussed tapering asset purchases","WSJO-161007-e","en","The Wall Street Journal"
"4885",NA,2016-10-07,NA,"Transcript: WSJ Interview With ECB's Vitas Vasiliauskas; Head of Lithuania's central bank discusses Deutsche Bank's troubles, ECB policy and U.S. elections","WSJO-161007-e","en","The Wall Street Journal"
"4886","By Tom Fairless",2016-10-06,NA,"ECB Sees Rising Scarcity of Bonds for QE Program; Policy makers also hinted the program could be expanded again","WSJO-161006-e","en","The Wall Street Journal"
"4887","By Richard Barley",2016-10-06,NA,"ECB vs Bond Markets: Jitters Likely to Persist; The monetary-policy comfort blanket is wearing thin, even as the ECB pushes on with bond purchases","WSJO-161006-e","en","The Wall Street Journal"
"4888","By Dave Shellock",2016-10-05,NA,"Single currency and Bund yields jump amid ECB tapering talk; Global overview","FTFT-161005-e","en","Financial Times"
"4889","By Paul Hannon",2016-10-05,NA,"Eurozone Economy Continued to Stutter in Third Quarter; The failure to recover lost momentum suggests ECB may need to extend its bond buying program","WSJO-161005-e","en","The Wall Street Journal"
"4890","By Tom Fairless and Jeannette Neumann",2016-10-05,NA,"World News: ECB Officials Cool Off on Negative Rates --- Central bankers warn controversial policy could reduce bank lending over time","J-161005-e","en","The Wall Street Journal"
"4891","Dave Shellock",2016-10-04,NA,"Euro and Bund yields jump on ECB talk","FTCOM-161004-e","en","Financial Times"
"4892","By Paul Hannon",2016-09-30,NA,"Eurozone Inflation Picked Up in September; A sustained rise toward the ECB's target remains in doubt","WSJO-160930-e","en","The Wall Street Journal"
"4893","By FT reporters",2016-09-29,NA,"Berlin and Draghi dragged into fears over Deutsche Bank health; • Germany denies rescue being prepared • Bundestag grills ECB chief over lender's future","FTFT-160929-e","en","Financial Times"
"4894","By Claire Jones and Guy Chazan in Berlin",2016-09-29,NA,"Draghi defends ECB action after attack by German politicians; Eurozone economy","FTFT-160929-e","en","Financial Times"
"4895","Mehreen Khan",2016-09-29,NA,"Greece eyes ECB QE after Christmas debt deal – economy min","FTCOM-160929-e","en","Financial Times"
"4896","Mehreen Khan",2016-09-28,NA,"Draghi: ECB good for German economy","FTCOM-160928-e","en","Financial Times"
"4897","By Tom Fairless and Anton Troianovski",2016-09-28,NA,"ECB's Easy-Money Policies Averted a New Great Depression, Draghi Says; ECB chief defends the central bank's easy-money policies before highly critical German lawmakers","WSJO-160928-e","en","The Wall Street Journal"
"4898","By Tom Fairless",2016-09-28,NA,"Germany Reaps Upside to ECB's Easy-Money Policies; Germany's politicians warn against prolonged interest rates, but its federal and regional governments are among the biggest beneficiaries","WSJO-160927-e","en","The Wall Street Journal"
"4899","By Tom Fairless",2016-09-28,NA,"Structural Change Needed for Rates to Rise Safely, Draghi Says; European Central Bank's tools aren't enough by themselves to deliver sustainable growth, president says","WSJO-160928-e","en","The Wall Street Journal"
"4900","By Paul Hannon",2016-09-27,NA,"‘Forceful' Stimulus Needed to Ensure Return to Normal Interest Rates, Says ECB's Lane; Philip Lane defends decision to charge commercial banks negative rate on deposits","WSJO-160927-e","en","The Wall Street Journal"
"4901","By Tom Fairless and Todd Buell",2016-09-27,NA,"World News: ECB Chief Says Stimulus Alone Can't Boost Eurozone","J-160927-e","en","The Wall Street Journal"
"4902","Mehreen Khan",2016-09-26,NA,"ECB’s Cœuré: Fortify eurozone before ‘next storm hits’","FTCOM-160926-e","en","Financial Times"
"4903","By Claire Jones in Frankfurt",2016-09-23,NA,"ECB fears legal action will limit scope to extend QE; Bond-buying plan","FTFT-160923-e","en","Financial Times"
"4904","By Tom Fairless",2016-09-23,NA,"ECB's Constâncio Says Governments Can Do More to Boost Growth; ECB vice president warns central banks will reach the limits of what can be achieved with their policy tools","WSJO-160923-e","en","The Wall Street Journal"
"4905","Mehreen Khan",2016-09-22,NA,"Brexit vote ‘a regional not global’ shock, says ECB","FTCOM-160922-e","en","Financial Times"
"4906","By Todd Buell",2016-09-22,NA,"ECB President Says Crowded Banking Sector Hurts Profits; Too much capacity in some areas is causing intense competition and squeezing margins, says Mario Draghi","WSJO-160922-e","en","The Wall Street Journal"
"4907","By Andrea Thomas",2016-09-22,NA,"Schäuble Denies Germany's Current Account Surplus Is Hurting Europe; Finance minister says he warned that ECB stimulus would inevitably result in higher German surpluses","WSJO-160922-e","en","The Wall Street Journal"
"4908","By Tom Fairless",2016-09-20,NA,"World News: ECB Isn't Fueling Inequality, German Bank Says","J-160920-e","en","The Wall Street Journal"
"4909","Mehreen Khan",2016-09-19,NA,"Weidmann warns on ECB’s ‘twin’ roles and UK banks","FTCOM-160919-e","en","Financial Times"
"4910","By Tom Fairless",2016-09-19,NA,"Germany's Bundesbank Backs ECB on Concerns Over Inequality; The Bundesbank says easy-money policies probably haven't worsened inequality in the eurozone","WSJO-160919-e","en","The Wall Street Journal"
"4911","By Tom Fairless",2016-09-15,NA,"ECB's Weidmann Warns on Extended Use of Easy-Money Policies; Also gives measured defense of central bank's current stimulus","WSJO-160915-e","en","The Wall Street Journal"
"4912","By WSJ Staff",2016-09-14,NA,"Quick Hits: BOE QE Boosts Pension Costs; More ECB Easing Seen as Unnecessary; Thai central bank is expected to shift its focus from interest rates to the strength of the baht","WSJO-160914-e","en","The Wall Street Journal"
"4913","By Todd Buell",2016-09-14,NA,"ECB's Klaas Knot Warns Central Banks Not to Be Captive to Markets; Central banker suggests markets should remember what the ECB has done before pushing for it to do more","WSJO-160914-e","en","The Wall Street Journal"
"4914","By Tom Fairless",2016-09-13,NA,"ECB Official Says Bond Purchases Must Be Given Time to Work; Sabine Lautenschlaeger says policy makers should be patient","WSJO-160913-e","en","The Wall Street Journal"
"4915","By Todd Buell",2016-09-13,NA,"ECB's Nowotny Says Monetary Policy Should Stimulate Domestic Demand; Policy measures shouldn't be aimed at pushing exports by cheapening the currency","WSJO-160913-e","en","The Wall Street Journal"
"4916","Laura Noonan in London",2016-09-12,NA,"ECB finds big differences in how eurozone deals with NPLs","FTCOM-160912-e","en","Financial Times"
"4917","By Tom Fairless and Todd Buell",2016-09-12,NA,"ECB Proposals Aim to Clear Europe's Bad Debt Mountain; $1 trillion of bad debt weighing on bank stocks and hindering economic recovery","WSJO-160912-e","en","The Wall Street Journal"
